"response","SO2","NO2","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12"
0,0.282172193489504,0.602702702702703,-0.151403653187687,1.17211693558336,0.663098760273202,-0.568129023056955,1.31975543838344,-0.00821913576035069,-0.326899190032175,-0.099282524040739,-1.14415534772577,0.527576593712247,-0.0538740830312236,0.536691415383833
1,0.146029814420444,0.495891891891892,1.96630860389384,1.47058431173335,-0.974864072523216,-0.807448004609613,0.296574534260949,0.31283537210604,0.523419635746732,-0.235054567425178,-1.14162978820007,-0.0943090935588263,0.98966677588859,1.71913290813789
1,0.635533921508975,0.770054054054054,-0.589706248302324,-0.330042566308055,0.988988412828756,1.24953757421462,0.0654795139645863,0.163328436206865,0.103413750772584,1.46828105992028,-3.55662632388161,-0.482497037595561,1.25595692601329,2.58142851544731
1,0.359902646790386,0.647027027027027,-1.60194840025831,-1.28827108283086,0.19269967209678,-1.66220024573959,-0.688527685263923,-0.774936302675303,1.40309276339065,1.30912658523676,-3.23351197636797,-0.284848198965472,-0.73023219885158,2.76554488450147
1,0.277456647398844,0.60572972972973,0.00195927730305154,-0.235933032321806,0.54686526714694,-1.62341189637644,0.940947864867347,-0.048388816002344,0.566599569619635,1.15739767804138,-2.78009505787099,-2.03490048217712,-1.07408537593933,3.03216579135575
0,0.66899908731366,0.907891891891892,-0.552103258040393,0.831152413869657,0.323691229564048,1.55059115672055,-0.454463003511084,0.75959481248014,1.3090994682242,2.19776986987823,-2.94149674458074,-2.6569150240661,-1.45311768893127,0.903010212929017
0,0.192728932156982,0.486054054054054,-0.341757745687915,-0.186738773824359,0.451837450539706,-0.44863642502413,-0.0297425132318549,-0.155193133287298,1.50135150602536,1.05523553347984,-1.93011116953464,-2.20978801889431,-2.18303347614788,0.375904338541213
0,0.508670520231214,0.649081081081081,-0.878528326194207,-0.433716594524311,-0.511310509442718,0.804894516696361,0.314647017103346,-0.349342527104107,2.5908373572754,0.849204410310142,-3.17040020666495,-1.74663155414095,-1.97171988735051,0.793188239419413
0,0.702464253118345,0.846702702702703,0.307165086587586,-0.6821445808203,-0.23651933857822,1.55206457265222,2.00390271752198,-0.643188088897402,1.08426534765931,1.69650599873813,-1.66015627423076,-3.27962053139717,-0.513222202959485,0.0177098700016993
1,0.287648311530271,0.625945945945946,-0.469234602099033,0.0133280278752952,0.549484259431958,-0.0652820107581265,-1.50083292709062,0.440713054747904,0.0313054946614324,2.24899192743806,0.630794758461003,-2.04240217454501,-2.25850327240527,-1.20946378260766
0,0.18314572558564,0.456,-0.635211840446764,0.452244037382817,0.33254934499121,-0.458688540178447,0.0298307767746668,0.234830160116002,-0.374153727579535,1.83711711463733,0.929306280055182,-2.1404132479046,-0.773208974651757,-0.878535312051777
0,0.327350167325829,0.561189189189189,-0.0694048543961066,-0.0547807161215762,-0.244368825731993,0.0184824001756425,-1.585826227945,0.359364216102664,-1.24212027369462,0.0381494494932477,1.15141523244577,-1.46751263461968,-1.339208913606,1.56621122988986
0,0.367052023121387,0.470594594594595,-1.94677407910233,0.241943072082323,0.57281784824086,0.667060084817351,-0.0602995558528841,-0.610390406267872,-0.487415403115175,2.21140756598998,0.740511535330513,-0.912022712145538,-0.753656412133441,1.50663774102353
0,0.211591116519623,0.260972972972973,-0.727330673019415,2.16534495127259,-0.178582194395437,0.320483807441565,0.198059734179336,-1.06582338080628,-2.06287075511764,2.03629010966616,-0.658169370246224,-1.0030922477477,-0.586535545867113,2.7408447921991
0,0.178582293885002,0.372648648648649,-1.35757943240743,0.786404555830251,-0.348845731746397,0.230224893481197,-0.283392871541038,-1.57055809713229,-2.08995323898307,1.66122743334129,0.564281886239909,-0.028798677737517,0.114279838233313,2.95417710294932
0,0.15135381807119,0.40172972972973,-0.831703863132685,1.981793029313,-1.7394872522763,1.49249296489147,-0.717019839402262,0.0788389856700608,-0.514349996312279,0.99427291816879,0.602864098372767,0.07587514615826,0.582674752790095,0.109734495253532
1,0.287344082750228,0.500648648648649,-0.0285981403431649,0.646060971117184,0.977484577562086,-0.461411295842537,0.553938942924666,0.650564274971889,-0.589560778511386,0.736771179536724,1.05916214668431,-1.45794215392645,-1.0778693301938,1.28338530013292
0,0.40842713720718,0.397513513513513,-1.29261567880393,0.5080426104631,0.655030374777054,-1.03176738751654,-0.417300371140727,-1.04147717330883,0.487780981210173,0.855641883866495,1.16051151049304,-0.490251993997063,-1.79898170666738,-0.571850970590362
0,0.158198965622148,0.226486486486486,0.763248248271958,1.38490004585414,1.85783342469975,-2.14442075538022,0.891748748678762,-0.456912708719544,-0.419538258881521,0.86107345504844,0.181282095399535,-1.15674205653036,-1.68589479972183,-1.54515773315053
0,0.245664739884393,0.215783783783784,0.392447392368769,-1.13061545737377,-0.42596622666087,0.244924626410207,0.406680969503458,1.03093765317757,0.819053837567296,0.303936935842547,3.31033108645893,0.309264681250669,-0.603601467928918,-1.46552716637917
0,0.282476422269547,0.444972972972973,1.24952702450901,0.397337096190382,-0.453648784812987,-1.69194556255325,-0.418615702208469,-1.75569289995078,0.954240611532673,1.35017348713337,2.80833769974209,0.227080837035807,0.0809784429843722,0.750773065016413
0,0.376635229692729,0.537189189189189,-0.0731211596773267,0.806131054773115,0.116044084086109,-0.0295337512338614,-0.460053648277707,-0.410975833385069,1.52009970160429,2.22024852099869,1.66327522931857,-1.90222802562508,1.08519506247096,0.829542180012226
0,0.327654396105872,0.575675675675676,-2.09127878450321,-1.05272972070929,0.699701842012279,1.43391402804127,-0.126540521077431,-0.233280338550142,0.4906610003835,1.83736495507871,2.01931940670346,-1.16148318233273,0.419336340886701,1.12077304997748
1,0.332522056586553,0.642486486486487,0.269379051257315,1.95826658744583,-0.262414643004034,0.0182715833774668,-0.226410919835417,0.812172893558768,-3.13502626841919,1.84353489484393,1.52291489569639,-1.9120850924409,-1.39412516685196,-0.740906614432785
1,0.578795254031031,0.85427027027027,0.376007322455832,-0.797687615882947,-0.941507077910055,1.65764048813609,0.707304468004435,-0.361301043251074,-2.05796756221714,2.92780657034606,0.990187105736973,-1.41518017142043,-1.35291685906001,-2.90509355596846
1,0.589899604502586,1,0.859250061709772,-1.62202394860575,-1.16642740128152,0.280295355456639,0.010037377957481,-1.80440227659815,-2.09075317731676,1.9885963762348,0.647153673024673,0.534003248657886,-1.33649756583916,-3.55492194425722
0,0.46836020687557,0.783351351351351,-1.40866616825746,0.462544490503311,0.350536963584742,0.230085355822935,-0.51245258363301,-1.00074349219822,-1.00331592161946,1.19458946404849,0.380298107956367,-0.563396897493846,0.742840677863892,-3.23700588974052
0,0.49650136902951,0.862594594594595,-0.3653936152653,-0.95026139515398,0.766490475092131,0.549856926593089,-1.06886736878411,0.228686036850892,-0.411198904721728,1.6480603029331,1.01720507736704,-1.64970925130261,0.0596698843384567,-3.51734487937933
1,0.273045330088226,0.51827027027027,-0.294727725269672,-0.886188915533764,1.11945260183487,-0.0647279246404459,-0.930836627945077,-1.01962923278319,0.608802723845121,1.12543702365156,-0.327211102774443,-0.365981392468064,0.233196919732892,-2.23446671476709
0,0.148159415880742,0.324540540540541,-0.0983242924402307,0.921604767542444,-0.839812540189685,-1.94454552394717,-0.0743170254160825,0.458209120054574,0.14083926857924,2.4670804492262,0.173765311053489,-1.32515791295591,-1.24994934978248,-1.65672416947159
1,0.203224825068451,0.460648648648649,1.45708851703191,-0.511702752382774,-0.688760320835592,-0.922320448260345,-0.0804315817374276,-0.144576442231456,0.164230045921117,2.00659694924389,-1.62596573341254,-0.159274931955195,0.152783823990482,-0.80533477195418
1,0.545938545786431,0.951351351351351,0.0123061069447917,0.55169233374047,0.43323766438945,-0.392335019824954,-1.91348869320013,0.0656018789770925,-1.35236426623697,1.51037306657392,-0.0013848716561462,-0.155863583694762,0.52183212144611,-0.273178318599953
0,0.263005780346821,0.501945945945946,-0.547075847147402,0.373309932558699,1.30297903419502,-0.279876891602481,0.351327097915342,1.43022979245204,-0.0760006022120144,-0.399194938080457,-1.03894760801125,-0.314611933039573,-1.04656919972343,-0.906739197371505
0,0.141922725889869,0.423891891891892,1.09719261243422,-1.6635063687632,0.731582303912106,0.752721302734915,-0.714160488414851,-1.35932673759041,-0.655541851333723,-0.638895934829384,-1.27452862706209,-1.40248420614436,-0.351194149999155,0.806802396966275
0,0.142531183449954,0.481621621621622,-0.820440633485248,0.616844216847184,0.0474410082902104,-0.527891952418292,0.705030298244167,-1.57470939993829,0.66464069351061,-0.325663151395895,-0.950856606821172,-1.21475963341774,1.18148946103609,1.42180631785214
0,0.21600243383024,0.626486486486487,-0.0193733410783695,0.257770903992808,0.328568590488924,-0.0553262654705734,-0.931779549618675,1.54012418682846,2.79454601775186,-0.743672573340595,-2.41013468987837,-0.31905943516493,0.70567503517486,1.57103518773628
0,0.418770915728628,0.566594594594595,-1.45748703458464,-0.369283666408925,-0.70962569796942,-0.45392489381733,-0.660384015918219,1.41117381461353,1.22609662060472,-0.0499310011899471,-1.38452346810508,-1.29526326984035,0.874236473011284,1.31581145204335
0,0.411621539397627,0.504864864864865,-0.430145626587026,-0.352788917582932,1.77008138171689,0.539702980016523,0.926708708897428,-1.9821700936023,0.692874570967545,0.268451621220822,-2.72966477792989,-1.58622814541668,0.555136235230242,-0.849344369234422
0,0.338606632187405,0.560756756756757,1.0800532621312,-0.102304079355654,-1.06006074039311,-2.259349752499,0.619933113786351,-0.21036734144091,1.53773147223947,-0.547506229711434,-1.32910788952756,-1.13506170006121,1.0852232932025,0.821214419033952
0,0.161089139032552,0.342702702702703,0.618689955278983,1.73324923263441,-1.04761340426398,1.69667371406724,-0.533252635362846,1.95964375506133,0.421545246199129,0.254090631677374,-0.805831877276599,-1.69421918206665,0.772991954516022,1.20958048986881
0,0.019014298752662,0.233297297297297,-0.579127512989859,-0.384736405694294,0.257595421945586,0.471802046463233,0.754313283069471,1.45976131299312,-0.322278766590029,0.533245205189112,0.620455615293406,-0.654774948264312,-0.386451944917269,-0.455449248706179
1,0.144052327350167,0.460864864864865,0.795266109911791,-0.605495089992659,-2.40195766188687,-1.39896458669325,2.32806946393233,0.734289405783473,-1.71972754563643,0.476568866954625,1.72927756457821,1.45304397015896,-0.359619634158484,0.027032594595793
0,0.0643443869790082,0.203027027027027,-0.443901208278631,-1.1117056608752,-1.85843074836133,1.31946857939431,1.69611821033029,0.161092639054854,-0.589395866443341,0.650353348107842,0.621558681618246,0.20115424587877,0.623381429934888,1.21938630432342
0,0,0.151243243243243,-0.00326732870958101,-1.47867590890846,1.00075968807517,-1.07628651316837,-0.718972321439616,-0.540580878558921,-0.149542703140647,0.831244689487546,1.71920919653219,-0.232395455541173,0.791693622566293,0.459976100208766
1,0.0835108001216915,0.332648648648649,0.340834738203161,-0.495656165644707,-0.209851060467457,-0.150818706559478,-0.382240639056795,0.837866081719001,-2.15371052916001,0.342595222279426,1.31707210535277,-0.534834830048346,1.60359819695526,0.375499135667598
1,0.155613020991786,0.248216216216216,-0.97485719919536,-0.192251970524609,1.50009840571111,-0.0335726414644207,0.30857855911595,0.675863921022816,-2.48310032793147,-0.146911848178188,1.38233878232242,0.0588561301160151,0.547250829415894,-1.65608524353631
0,0.0594767264983267,0.212756756756757,-1.39889908985733,-1.13690509320783,0.274450162173668,-1.63728756648029,-0.673762830721342,1.63442757599369,0.480136277349871,0.699077871465392,0.685661778160212,-0.389918283719281,-0.258987715384187,-1.09139048241269
0,0.100091268634013,0.205513513513514,-1.38084495429125,0.471400269622496,-0.10592436629094,-0.15224644418809,1.83112559636387,-0.768946013558215,1.49416568658474,-0.397722692804175,0.16510607886824,0.847798776688143,2.60839162468938,0.562868262997591
0,0.0702768481898388,0.283459459459459,0.487740726783384,1.2973030003172,0.427863574988921,2.80316782321529,0.132427658307144,0.219921844122235,0.0251861331641838,-1.06102970214623,0.759738657854262,1.39452653340996,1.66869408769501,-0.435136669951852
0,0.186340127776088,0.339351351351351,1.6269937532161,0.109924969958245,1.34406381605855,1.08834668231382,1.14018750233199,0.93001999048183,-1.35521796775063,-0.991572180031118,1.64784370709713,-0.122186043432695,0.309301410917719,0.165792419675281
0,0.141162153939763,0.246918918918919,0.0443757389328455,-1.62732457597861,0.550601522209436,-1.04181612577092,-1.84262353600634,-0.772589444655187,-0.777478127950393,-0.49708571736904,1.17155663945025,0.231927302554729,0.821714260719848,-0.354406191509101
0,0.201399452388196,0.450378378378378,1.03373820978312,0.959286751087442,-1.69548965750759,-0.363616648166426,-1.25807689869591,1.13080133627298,1.32090443762578,-0.841213959064516,1.8644182328733,0.342759691810565,0.778858346013494,1.22703848578287
1,0.161849710982659,0.446378378378378,-1.03050698464928,-1.1296123332784,-1.22594627189063,-1.84971503082832,-0.536781332737827,0.571689313163086,0.191245756227227,0.495336346066143,1.10233366443371,-0.351230776839564,0.55400299331634,0.857022390743445
1,0.400973532096136,0.566810810810811,-0.176847604606563,1.12609443497672,0.347344928047006,-0.324111707709857,-0.414106653813329,-0.92589218824851,0.814840646592411,-1.16804152875327,2.5866254328435,0.342395713074923,1.56742520825226,1.22167519896801
1,0.383936720413751,0.436216216216216,0.280200945308238,0.46869951947103,-2.01225196699142,-0.805137698661689,-0.765102008376336,1.07873929005594,1.32641935389608,-1.20398029824535,4.12286921527207,-1.03522117743387,2.20391810207349,1.05879451739928
0,0.178125950714938,0.21372972972973,0.546899771973329,0.663876483171877,-0.0421332821318886,-1.43904163746749,0.372918045080517,0.589109076361849,1.19505974746472,-0.200038209860922,2.353589811273,-0.330613941443597,2.75412035622046,1.50094347449805
1,0.150593246121083,0.228432432432432,0.918320158685169,0.546313969780881,0.981140898475542,-0.0626883697353735,-0.692180619094977,-0.756692982094633,0.668555678154809,-0.890393866112497,2.8975405566634,0.329741090288856,2.39325551413245,0.898181571303591
0,0.128840888348038,0.209189189189189,0.80153382931322,-1.0037445464187,0.241931056193695,0.637024979715821,-1.1990521181202,-0.444362375119725,-0.432005433698694,-1.31537519287135,2.09021701380589,-1.27763251186465,1.19280315286397,0.537384329508226
1,0.163370854882872,0.249405405405405,-1.36958945769875,-2.56029267147599,-0.941257391867882,0.136781480621126,0.868875416617752,0.31176621846051,1.63252383320446,-0.423309189182257,-0.0659390194814642,-1.80834338061448,0.575258674388585,1.92539719312146
1,0.193337389717067,0.369189189189189,0.425008980146085,0.893190311432123,0.385105249370751,0.632682520165482,-0.863981945020286,0.109597988233772,0.626263500280697,1.03405922231561,0.366465291353305,-0.991081254489284,-0.625629464650505,2.1217585763231
1,0.224825068451476,0.367783783783784,-0.206558253784157,0.205614172620015,-0.833481545530077,-1.56196258027994,-0.00684481016887184,-0.696940126672755,-0.829098464545388,1.80562220825108,0.411106771838729,-1.78307817906012,-0.849722490652748,2.21218222507809
1,0.442804989351993,0.756540540540541,-1.56112864790726,-0.959346711580019,-1.39633220939812,-1.85583523217451,0.0419530520330267,1.78555133657937,0.661179486626739,1.80771310504647,0.721776445283469,1.12263003997796,-0.0625055971659827,1.9368404640332
0,0.243383024034074,0.595243243243243,-0.725435693233776,1.21622154636275,-1.88933996726784,0.464742172955355,0.752659240039425,-0.564305682489512,-1.88970568625979,1.00956802535199,0.963112818896283,0.397948100427089,-1.16545877061774,-0.30085499297191
1,0.197444478247642,0.562162162162162,-0.782471706441657,-0.444136779057928,0.402233940151845,0.676427650864756,-0.359683034816836,-2.52937592710959,-1.83093604065275,-0.0351215127568694,-0.766654181628183,1.12134167587945,-0.0778588644394526,-1.05398355505435
0,0.128080316397931,0.50227027027027,-0.585399487676959,1.16147781346624,-1.41527221879858,0.250807764335641,-0.528939800018014,-1.06003563069383,-0.933467076902291,2.14550982646762,-1.60893877987936,1.00400928103431,-0.628192802699413,-0.799933821193558
1,0.535898996045026,0.626054054054054,0.479007897281874,1.62684631296351,0.974830759727484,-0.190929213879253,1.15958072987104,0.342566271309699,-0.367582141452952,2.86599456621537,-0.135428569314671,-0.234912598286285,-0.859945600019338,-1.07801640864138
